mass,year,mint,condition
2.57,2006,2,2
3.18,1960,3,1
3.07,1961,4,2
3.21,1982,1,1
3.08,1975,3,1
3.15,1967,4,2
3.14,1964,3,2
2.55,2000,1,1
2.63,2013,1,2
3.05,1970,1,2
3.1,1974,1,1
2.55,1984,1,2
2.56,1996,4,1
3.2,1973,1,1
2.6,2020,3,2
2.7,1996,2,2
3.05,1980,2,1
2.49,2013,3,2
2.45,1989,2,2
2.97,1960,2,1
2.68,2011,1,2
3.28,1969,4,2
2.45,1998,3,1
2.59,1983,4,1
2.69,1987,4,1
2.93,1963,3,2
3.16,1978,1,1
3.05,1962,2,1
2.61,2006,3,1
2.68,1990,1,2
2.67,1990,1,1
2.88,1979,1,2
3.15,1982,3,1
3.18,1963,4,2
3.08,1969,2,2
2.7,2013,1,1
3.34,1964,1,1
2.87,1962,4,1
2.74,1986,4,2
2.93,1979,1,1
3.05,1981,1,1
2.55,1997,4,1
3.09,1982,4,1
2.97,1962,4,1
3.06,1968,1,1
2.37,2011,4,1
3.1,1979,1,1
2.96,1977,3,2
2.92,1974,3,2
3.28,1964,2,1
2.52,2020,1,2
3.19,1970,3,1
2.78,1984,3,1
2.91,1964,1,2
3.18,1965,1,2
3.46,1960,3,2
2.87,1963,2,2
2.79,1996,4,1
2.25,2008,2,2
2.79,2004,1,1
2.84,1980,1,2
3.06,1968,2,2
2.94,1964,3,1
3.03,1979,2,2
2.73,2005,2,1
2.69,2002,4,2
2.9,1974,3,2
3.05,1961,2,1
2.87,1974,1,2
2.46,2020,3,2
3.2,1982,2,2
3.13,1982,1,1
2.86,1966,2,1
2.88,1982,2,2
3.14,1964,4,2
2.4,1998,1,1
2.73,1991,3,2
3.05,1979,2,1
3.02,1977,1,1
2.56,1992,4,2
3.43,1965,2,1
2.79,1995,1,1
2.78,1986,1,1
2.93,1974,4,1
3.22,1961,1,2
3,1976,4,2
2.89,1968,1,1
2.99,1976,2,1
3,1976,4,2
2.7,1997,1,2
2.78,1991,4,1
2.53,1986,4,1
2.54,1990,4,1
2.74,1983,4,2
2.57,2020,2,1
2.85,1979,1,1
2.41,1985,1,2
3.02,1970,3,1
3.14,1960,4,2
3.09,1960,4,2
3.37,1978,2,2
2.62,2015,1,2
2.63,1984,1,2
2.46,1996,3,1
2.95,1966,1,2
3.15,1982,4,1
3.07,1979,2,1
2.93,1982,2,1
3.22,1965,2,1
2.78,2011,2,1
3.25,1970,4,1
2.96,1970,2,2
2.35,1983,3,1
2.61,2013,3,1
2.76,1991,4,2
3.15,1964,3,2
3.02,1965,2,2
2.81,1981,3,2
2.89,1962,3,2
2.72,2020,2,1
2.74,2019,2,2
2.54,2010,2,2
2.81,1973,1,1
3.23,1980,3,1
2.44,2012,4,2
2.95,1982,2,2
3.04,1965,2,1
3.08,1982,4,2
2.74,1982,3,2
2.94,1967,3,1
2.57,2002,2,1
3.12,1965,1,2
3.18,1962,1,1
3.11,1960,2,2
2.96,1962,2,1
2.55,2006,2,2
2.92,1976,2,2
2.62,2012,1,2
2.51,2015,4,2
3.21,1974,4,1
2.62,1988,3,2
3.36,1972,2,1
2.49,2015,3,2
2.82,1981,2,2
3.16,1979,1,1
3.13,1975,2,2
3.06,1961,4,2
3.13,1962,4,2
2.83,1965,2,1
2.92,1963,2,1
2.72,2020,1,1
2.79,2008,1,2
2.97,1971,2,1
2.7,2000,1,1
3.1,1972,4,1
3.01,1964,4,2
3.09,1966,4,2
3.02,1969,2,2
3.1,1966,3,2
2.83,1968,4,2
2.95,1977,3,1
3.1,1970,1,1
2.76,1986,2,1
2.56,2012,2,2
3.08,1962,1,1
2.59,1988,2,1
2.59,1997,2,2
2.46,1997,4,2
3.21,1969,4,1
2.86,1972,2,2
3.04,1978,2,1
2.91,1979,1,2
3.1,1982,1,1
2.89,1965,4,1
3.28,1973,3,1
2.55,1998,3,1
3.36,1962,1,2
2.89,1978,3,2
2.46,1992,2,2
2.77,1989,2,1
2.47,2007,4,2
2.97,1968,4,1
3.18,1978,4,2
2.86,1976,1,2
2.71,2019,3,1
3.35,1976,4,2
2.81,1961,1,2
2.8,1964,1,1
3.24,1970,2,2
2.9,1969,1,1
2.89,1975,3,2
2.65,1993,1,2
3.05,1975,3,2
3.26,1977,4,2
3.06,1962,2,2
3.37,1980,2,1
2.57,2008,4,2
2.96,1979,2,1
2.78,2017,2,1
2.78,2000,3,2
3.01,1975,4,1
2.57,2005,2,2
3.06,1968,2,2
3.07,1964,4,2
3.1,1962,2,1
2.55,2003,4,2
3.14,1977,2,2
3.03,1980,4,1
3.39,1965,4,1
2.87,1962,3,2
3.46,1971,4,1
3.29,1982,3,1
2.87,1960,2,2
2.66,2004,2,1
2.75,1985,4,1
2.97,1971,2,1
2.47,2011,2,2
2.57,2016,2,2
2.79,2012,4,2
3.03,1977,3,2
2.99,1975,4,2
3.08,1969,4,1
2.55,1998,4,2
3,1973,1,1
3.17,1975,4,2
3.32,1980,2,1
2.59,1985,4,1
3.04,1963,2,2
2.69,2020,2,1
2.63,2019,2,1
3.26,1980,4,1
2.65,1999,1,2
2.71,2008,3,2
2.89,1981,3,2
2.63,1987,1,2
3.17,1971,3,1
2.62,1996,2,2
3.04,1966,1,1
2.39,1984,4,1
3.24,1963,3,1
3.64,1965,1,2
2.7,1996,1,1
2.95,1975,4,1
2.33,2013,1,1
2.43,1995,3,1
3.11,1970,4,1
3,1976,4,2
3.17,1970,1,1
2.82,1969,4,1
2.73,2004,3,2
3.16,1982,1,2
2.71,1999,3,1
2.98,1979,3,2
2.63,2013,1,2
2.79,2011,1,1
2.53,1996,4,1
3.14,1975,4,1
2.46,1998,3,2
2.34,2001,4,2
2.37,1998,1,2
2.82,1962,2,1
3.02,1972,4,2
2.88,1971,2,1
2.6,1992,2,2
3.14,1967,1,2
2.66,1990,2,1
3.1,1975,4,2
2.89,1962,1,1
3.06,1979,2,1
3.12,1966,2,2
2.9,1962,3,2
2.88,1978,3,2
2.73,1993,3,2
2.83,1982,1,1
3.16,1974,1,2
2.97,1982,4,2
2.59,2002,1,1
3.23,1971,3,1
3.21,1974,2,2
3.13,1977,1,2
2.65,2010,1,2
2.94,1969,2,1
2.56,2011,2,2
3.02,1962,2,1
3.05,1973,3,1
2.61,1988,2,1
3.05,1981,1,2
2.91,1977,2,2
3,1977,4,2
3.01,1971,1,2
2.86,1967,1,1
3.22,1969,1,2
3.15,1978,4,1
2.76,2018,4,1
2.86,1978,3,1
2.9,1966,3,1
3.17,1961,4,1
2.35,2008,3,2
3.2,1974,2,2
2.64,1989,2,2
3.2,1966,2,2
2.34,2003,2,2
2.87,1978,4,2
3.02,1980,2,1
3,1962,2,1
2.81,1967,2,1
2.43,1983,1,1
2.49,1997,4,1
2.99,1966,2,2
2.71,2019,4,1
2.72,1986,3,2
2.7,2007,1,1
3.04,1974,1,1
3.11,1970,1,1
3.26,1966,1,1
2.77,1995,1,1
3.03,1976,1,1
3.12,1968,4,2
2.59,2004,4,2
2.85,1963,2,2
3.38,1966,2,2
2.59,1998,4,2
2.69,1982,2,2
2.82,1965,2,2
2.98,1966,3,1
2.62,2020,1,2
3.24,1962,4,1
2.82,1968,2,2
3.03,1968,3,2
2.87,1975,2,1
2.34,1999,1,2
3.27,1975,1,2
3.1,1973,2,2
2.98,1977,2,2
2.86,1968,2,1
2.95,1970,4,2
2.4,2020,2,2
2.52,2019,2,2
3.04,1964,4,2
2.64,2001,2,2
3.36,1965,4,2
2.9,1970,1,2
3.08,1961,4,1
2.69,2007,1,2
3.01,1979,1,2
2.5,2000,2,2
3.01,1975,4,2
2.98,1968,4,2
3.16,1977,2,1
3.01,1964,1,2
2.96,1980,3,2
2.41,2008,3,2
2.79,1990,3,2
2.91,1961,4,2
3.19,1976,3,1
2.72,2000,1,2
3.08,1974,1,2
3.04,1977,2,2
3.08,1966,3,1
2.87,1971,3,2
2.65,1985,2,1
2.79,1989,4,1
2.59,2019,1,2
2.5,1988,4,2
2.74,2009,4,1
2.82,1975,2,2
3.07,1964,3,1
3.17,1962,4,2
2.93,1974,4,2
2.77,2000,3,2
2.9,1976,2,1
3.03,1961,3,2
2.52,1991,4,1
3.02,1973,4,2
2.98,1973,1,1
2.88,1962,3,2
2.91,1963,4,1
2.65,2013,1,1
2.38,2002,4,1
3.32,1964,3,1
2.57,2016,4,2
3.18,1980,2,2
3.47,1974,4,2
3.05,1975,2,2
2.99,1960,4,2
3,1974,2,1
2.95,1977,1,2
3.15,1967,4,2
3.16,1963,4,1
2.82,1964,3,1
3.13,1976,2,1
2.87,1968,1,1
3.34,1966,4,1
2.95,1975,2,2
2.47,2003,1,2
3.04,1964,2,1
3.05,1970,4,1
3.34,1964,3,2
2.5,1993,3,2
2.58,2001,2,2
2.73,2008,3,2
2.56,1992,3,1
2.6,2011,1,1
2.62,2010,1,2
3.21,1960,1,1
3.09,1960,3,2
2.83,1981,1,2
2.85,1961,3,2
3.24,1975,2,1
3,1967,4,1
2.7,2000,2,1
3,1960,4,1
2.93,1964,1,1
2.47,2001,3,2
2.61,2007,1,2
3.22,1978,4,1
3.17,1970,3,2
2.88,1977,1,1
2.93,1965,1,1
3.24,1982,2,1
3.07,1964,3,2
2.85,1968,4,1
2.98,1960,1,1
3.11,1971,3,2
2.99,1960,4,1
2.37,1987,1,1
3.32,1967,3,2
2.68,2010,4,1
2.38,2019,3,2
3.1,1969,2,2
2.8,1976,1,1
3.02,1975,4,2
2.35,1983,3,2
3.12,1979,2,1
3.08,1963,2,2
2.95,1969,4,2
2.77,1983,2,1
3.01,1971,1,1
2.98,1973,1,2
3.16,1969,2,1
2.98,1973,4,2
3.02,1973,4,1
3.05,1966,1,1
2.97,1977,3,2
3.16,1982,4,1
3.05,1979,3,1
3.15,1969,4,2
2.28,2019,1,2
3.01,1978,4,1
2.59,2017,1,1
3.29,1963,1,2
2.71,1993,4,1
2.65,1983,3,2
2.33,2007,4,2
2.76,2001,1,2
3.34,1963,4,1
2.51,1985,3,2
3.07,1973,3,1
2.93,1974,1,2
3.06,1979,3,2
3.22,1962,1,1
2.93,1960,3,1
2.31,1998,2,2
2.99,1961,3,2
2.75,2020,2,1
3.07,1961,4,1
2.9,1967,3,2
2.88,1965,3,2
3.17,1969,3,1
2.43,1998,1,2
3.05,1972,3,1
3.26,1962,1,2
3.24,1982,4,2
3.04,1969,1,1
3.04,1974,1,1
2.63,2019,2,2
2.33,2001,2,1
3.32,1963,2,2
3.14,1963,1,1
2.97,1979,1,2
3.01,1966,1,1
2.69,2006,4,1
2.49,1999,1,1
3.1,1979,2,2
3.18,1962,3,2
3.16,1967,1,2
3.22,1974,1,1
2.47,1989,2,1
3.19,1979,2,2
2.59,2005,2,1
2.78,2018,2,2
2.81,1980,2,2
3.35,1970,2,1
2.81,1960,3,1
3.27,1968,1,2
3.19,1966,2,2
3.09,1980,4,2
3.26,1960,2,1
2.49,2006,3,2
3.23,1970,1,1
3,1970,1,2
3.07,1970,1,2
3.17,1982,3,2
2.81,1980,1,1
2.98,1980,4,1
2.75,2004,2,1
2.72,2017,3,1
3.06,1981,2,2
2.6,2012,1,2
3.11,1978,2,2
3.2,1979,1,2
2.97,1973,1,1
2.96,1978,3,2
3.12,1973,1,2
2.43,2001,1,1
3.15,1981,4,1
2.8,1970,1,1
3,1970,1,1
2.66,2003,3,1
3.16,1969,1,1
2.96,1974,2,1
2.72,1985,4,2
2.96,1974,4,2
2.9,1969,3,2
3.11,1961,3,2
3.14,1969,1,1
3.22,1975,3,1
2.62,2009,4,1
2.59,2016,2,1
3.05,1975,1,2
2.72,2018,2,1
3.22,1978,4,2
3.07,1965,2,2
3.3,1973,4,2
3.01,1964,3,2
3.12,1960,4,2
2.99,1978,2,1
2.93,1975,3,2
2.86,1970,4,2
3.18,1961,1,2
3.25,1978,1,2
2.98,1966,3,1
3.41,1975,4,2
2.97,1973,2,2
3.22,1979,4,2
2.82,1971,2,1
3.05,1981,2,2
2.91,1964,3,2
2.49,2002,1,1
2.75,2019,1,2
2.95,1968,1,2
3.01,1977,4,1
2.84,1965,2,1
3.18,1971,3,1
3.14,1972,2,1
3.03,1961,2,2
2.92,1982,1,2
2.98,1972,1,2
2.86,1967,2,2
2.85,1972,3,2
2.99,1962,4,2
2.72,1994,3,2
2.94,1971,4,2
3.05,1964,4,2
3.04,1966,3,1
3.11,1963,3,2
2.54,2004,4,2
3.04,1969,4,2
3.06,1963,3,2
3.65,1972,2,1
3.04,1980,3,1
2.7,2000,1,1
2.63,2018,4,2
3.15,1973,1,1
2.61,2014,1,1
3.19,1975,2,1
3.21,1975,3,1
3.13,1970,1,1
2.88,1970,4,2
3.14,1962,4,2
2.82,1962,2,2
3.37,1978,1,2
2.51,1988,2,2
2.75,2001,1,2
3.03,1971,1,1
2.47,1987,3,1
2.89,1965,3,2
3.2,1960,3,2
2.69,2005,4,1
3.04,1967,2,1
2.9,1979,3,2
2.45,1988,2,2
3.09,1977,4,1
2.98,1978,3,1
3.03,1961,3,2
3.31,1965,1,2
3.13,1981,1,2
3.21,1970,3,2
3.26,1960,2,1
3.16,1981,3,1
2.32,1996,2,1
2.76,2007,4,1
3.29,1976,2,2
3.17,1982,4,1
3.27,1975,3,1
2.69,2003,1,1
3.15,1965,3,2
2.63,2005,2,2
3.3,1975,3,1
2.99,1972,1,1
3.04,1961,2,1
2.92,1961,4,2
2.52,2004,4,2
2.68,2010,3,1
2.77,2003,3,1
3.16,1972,3,1
3.09,1973,3,1
3.05,1977,2,1
3.24,1982,2,1
2.86,1961,1,1
2.72,2004,4,2
2.96,1960,3,1
2.36,1997,3,1
2.64,2003,4,2
2.97,1982,2,2
2.81,1964,2,2
3.09,1961,2,2
3.25,1972,3,1
3.04,1969,2,1
3.33,1969,4,1
2.57,2005,1,1
2.28,1983,4,2
2.91,1978,3,1
2.62,2012,1,2
2.82,1968,4,2
2.81,1960,2,2
3.1,1966,4,2
2.32,2010,1,2
3.18,1979,3,1
2.83,1973,2,1
3.27,1966,4,1
3.26,1969,4,2
3.12,1973,3,1
2.57,2000,4,1
2.89,1964,4,2
3,1960,2,1
2.83,1971,4,2
2.95,1966,4,2
2.96,1960,2,1
2.99,1970,2,2
3.01,1972,4,1
2.65,2020,2,1
2.99,1977,4,1
3.14,1981,4,1
3.06,1962,2,1
3.13,1962,3,1
3,1968,4,2
2.83,1980,3,2
2.55,1995,2,2
2.89,1982,2,2
3.14,1973,4,2
3.21,1969,1,1
3.29,1967,2,1
3.09,1974,3,1
2.77,1990,4,1
3.29,1960,2,1
2.78,1988,2,2
2.88,1963,4,1
3.13,1966,1,2
2.88,1967,4,1
3.16,1961,4,1
3.13,1965,2,2
3.17,1976,4,1
2.98,1972,1,1
3.06,1966,3,1
3.08,1965,1,1
3.14,1962,4,1
2.96,1972,3,2
2.97,1963,3,1
3.17,1973,3,1
2.85,1965,2,2
3.15,1975,2,1
3.17,1976,4,1
2.84,1977,3,1
3.13,1973,3,1
2.85,1978,4,2
3.36,1972,1,1
2.98,1975,1,2
3.02,1966,1,2
2.92,1970,2,1
3.06,1979,4,1
3.02,1963,2,1
3.48,1977,4,1
2.6,2004,1,2
2.91,1967,4,2
2.48,2020,2,1
2.88,1970,4,2
3.08,1961,2,1
3,1979,1,2
3,1973,4,2
2.6,2006,1,2
3.11,1972,1,1
2.96,1968,2,1
2.7,2009,2,2
2.76,1986,3,2
3.15,1968,4,1
2.96,1979,2,2
3.18,1968,1,1
2.52,1984,3,1
2.73,1985,4,1
2.55,1987,3,1
2.67,2017,3,1
2.47,1994,1,1
2.99,1975,2,1
3.01,1973,3,1
2.78,2005,2,2
3.02,1970,2,2
2.91,1980,3,1
3.02,1974,2,1
3.18,1980,4,1
3.16,1981,3,2
2.81,1969,1,2
3.08,1979,2,2
2.5,1990,3,2
2.45,2012,2,1
3.43,1967,2,2
2.46,1989,3,1
3.06,1967,3,1
2.38,1989,3,2
3.06,1975,3,2
2.64,1985,2,2
3.28,1965,1,1
3,1970,1,2
3.02,1960,2,2
3.03,1967,1,1
2.97,1962,4,2
2.75,1992,4,2
3,1981,4,2
2.96,1976,2,2
3.07,1982,3,1
2.88,1979,3,2
2.8,1981,3,1
2.96,1963,4,1
2.82,1977,2,1
2.99,1963,1,1
2.5,1984,2,2
2.67,1998,1,1
3.09,1978,4,1
3.34,1976,4,1
2.64,2014,3,2
3.06,1971,4,1
3.3,1971,1,1
2.34,1988,1,1
2.71,2004,4,2
3.16,1963,4,1
3.12,1960,2,2
3.11,1968,3,2
2.52,2012,2,1
2.97,1972,2,1
3.28,1964,4,2
2.6,1989,2,1
2.82,1966,3,2
2.54,2002,2,2
2.94,1972,3,2
3.35,1982,4,2
2.98,1973,2,2
2.56,2005,2,1
3.19,1964,4,1
2.72,1982,4,2
2.46,2010,2,1
3.27,1966,4,1
2.88,1969,3,2
3.13,1972,2,1
2.74,2011,3,2
2.94,1972,1,2
3.12,1970,4,1
2.67,1998,2,1
3.14,1975,1,2
2.88,1975,3,1
3.36,1981,1,1
3.22,1972,2,1
3.12,1970,2,1
3.15,1961,2,1
3.01,1968,2,2
3.36,1962,1,1
2.48,1987,2,2
2.94,1978,3,1
3.31,1967,4,2
2.72,2011,2,1
2.91,1961,2,1
2.97,1982,4,2
3.24,1971,2,2
3.08,1972,1,1
3.07,1962,2,1
3.08,1978,2,1
3.19,1963,2,2
3.05,1974,4,2
2.76,1994,3,2
3.29,1971,3,2
2.41,1988,1,1
3.02,1966,3,2
2.47,2000,4,2
3.27,1978,2,1
2.94,1977,3,1
2.88,1970,1,1
2.72,2001,2,2
3.03,1969,4,1
3.29,1964,1,2
2.92,1967,4,1
3.08,1976,4,1
2.94,1967,2,2
2.78,2000,1,2
2.54,1988,4,1
3.21,1982,4,1
2.59,1990,2,2
2.81,1969,1,1
2.99,1967,3,2
2.53,2015,2,1
2.36,2012,1,2
3.11,1969,2,1
2.62,1999,2,2
2.6,1987,1,1
2.67,1986,3,1
3.14,1967,1,1
2.5,1997,1,2
3.06,1967,3,1
2.2,2020,3,1
3.06,1967,4,2
3.11,1971,1,1
3.09,1978,4,1
2.85,1976,3,2
2.5,2015,2,1
2.94,1967,4,1
3.17,1976,2,1
3.19,1967,1,1
3.24,1970,1,2
3.08,1979,4,2
2.5,2017,1,1
3.06,1975,1,1
2.56,2018,3,1
2.62,1988,2,1
2.77,2019,2,1
2.99,1964,3,2
3.02,1970,2,1
3.05,1974,3,1
2.72,1987,4,2
3.11,1982,4,1
3.03,1978,1,2
3.13,1961,2,2
2.55,1996,4,2
2.72,1987,3,2
2.7,2014,1,1
2.89,1968,4,1
2.9,1973,3,1
2.48,2018,2,2
2.75,2004,2,1
2.43,2013,2,2
2.58,2006,3,1
2.28,1989,2,2
2.82,1979,4,2
2.97,1980,4,2
3.16,1972,4,1
3.35,1982,3,1
2.66,1990,2,1
2.73,1986,4,1
2.73,1986,3,2
2.67,2010,1,1
2.52,1992,2,1
2.58,1998,1,1
2.4,2020,4,2
3.09,1977,4,1
2.82,1966,3,2
3.03,1971,1,2
2.89,1973,3,2
2.73,2017,2,2
2.92,1971,3,1
3.24,1969,2,1
2.85,1964,2,1
3.25,1968,1,1
3.21,1972,4,2
2.53,2017,3,1
3.11,1981,4,1
2.8,1968,1,1
2.47,2004,1,2
3.16,1967,2,2
2.99,1962,3,1
2.66,1999,3,2
2.84,1968,4,1
2.88,1979,3,1
2.9,1977,4,1
3.03,1973,3,2
2.53,1990,3,2
3.01,1969,3,1
2.98,1980,1,1
3.2,1973,1,2
3.12,1978,4,1
2.83,1982,1,2
2.91,1971,1,1
3.3,1970,1,1
2.51,1995,3,2
2.92,1973,4,1
2.47,2014,4,2
3.05,1967,1,1
3.08,1979,3,2
3.21,1967,2,2
3.03,1977,2,2
2.91,1980,4,2
2.52,1983,2,1
3.02,1969,4,2
3.2,1971,1,2
2.47,2006,4,1
2.9,1968,2,1
3,1972,4,2
3.26,1966,4,1
3.45,1980,1,2
2.93,1965,4,2
3.18,1966,4,2
2.89,1970,2,1
2.45,2003,4,1
3.25,1979,2,1
2.97,1960,4,2
2.93,1976,4,2
3.14,1966,4,2
2.67,2017,4,2
3.31,1982,3,1
2.43,2016,1,2
2.52,2004,1,1
3.08,1980,1,2
2.63,2007,1,1
2.68,2005,3,1
3.02,1982,3,2
2.46,2015,1,1
2.85,1966,3,1
2.99,1976,4,2
2.58,1982,2,2
2.73,1999,3,2
3.11,1971,3,1
2.51,1982,1,2
2.96,1970,2,2
2.99,1978,3,1
3.02,1970,4,1
2.57,2017,4,2
2.68,2020,3,1
2.56,2000,3,1
2.88,1976,1,1
3.08,1979,4,2
3,1981,2,2
2.94,1973,3,2
3.24,1973,3,1
3.3,1976,3,2
2.49,1986,2,1
3,1971,4,1
3.16,1978,2,1
2.85,1979,1,1
3.17,1961,1,1
2.84,1962,2,2
3.18,1966,2,2
2.75,2005,1,1
2.32,1997,3,2
2.59,1996,3,2
2.84,1969,1,1
3.27,1974,1,1
3.08,1979,2,2
2.99,1972,3,2
3.09,1979,1,2
3.2,1969,3,1
2.39,2018,4,2
3.22,1963,1,2
3.22,1974,1,2
3.25,1969,3,1
2.53,2005,2,2
2.78,2004,3,2
2.98,1971,1,1
2.95,1980,3,2
3.15,1965,3,2
2.59,1986,3,1
3.09,1978,1,1
2.44,1986,3,1
2.68,2010,2,2
2.93,1973,2,2
2.99,1978,3,2
3.18,1978,4,1
2.86,1967,1,1
2.65,1987,3,1
2.92,1974,2,2
3.01,1966,1,2
3.26,1976,2,1
2.49,2000,1,1
3.28,1969,2,2
3.18,1974,2,1
2.95,1982,3,1
3.06,1968,1,2
3.15,1969,1,1
2.26,2003,4,1
2.53,2015,3,2
3.03,1974,2,2
2.71,1999,1,1
2.7,2012,1,2
3.35,1961,2,1
3.35,1978,3,2
2.79,2018,3,1
2.61,1989,3,2
2.56,2001,1,1
3.05,1965,1,1
2.96,1977,2,2
2.37,1994,2,1
2.75,2018,1,1
3.15,1981,3,1
2.54,1984,3,1
2.56,1998,2,1
3.02,1973,4,1
3.02,1961,2,2
3.24,1961,4,1
2.94,1981,3,2
2.41,1993,3,1
3.17,1979,4,1
3.02,1980,4,2
2.64,2015,2,2
3.2,1962,2,2
3.24,1967,2,2
3.27,1979,1,2
3.09,1980,1,2
2.76,2016,1,1
3.3,1977,2,2
3.02,1973,1,2
2.73,1988,1,1
2.6,2004,4,1
3.12,1962,4,2
2.42,1993,2,1
2.88,1973,3,1
2.68,2018,3,2
3.31,1979,1,1
2.79,2009,3,2
3.06,1974,2,2
2.59,2008,4,1
2.99,1979,2,2
2.78,2000,1,2
2.72,1995,4,1
3.22,1974,3,1
3.14,1978,3,2
2.64,2009,1,2
3.12,1974,2,2
2.91,1975,4,1
2.81,1970,4,1
3.17,1981,1,2
2.36,2015,1,2
2.46,1984,1,1
3.08,1973,3,2
3.28,1971,3,2
2.96,1980,3,1
2.98,1966,2,2
2.29,1982,4,2
2.95,1971,4,2
2.75,2002,2,2
2.81,1971,1,1
2.39,1987,4,2
2.9,1970,2,2
3.57,1979,2,1
2.66,1982,2,2
3.26,1961,2,2
2.98,1970,4,1
2.83,1970,2,1
3.25,1975,2,1
2.82,1961,2,2
3.09,1971,3,1
3.2,1964,3,1
3.1,1966,3,1
2.66,1998,2,1
3.07,1967,2,2
2.98,1972,3,1
2.92,1969,1,1
3.12,1978,1,1
2.66,2014,3,2
2.83,1973,3,1
